,English,Urdu
29828,<start> Best oriental food in town <end>,<start> شہر کا بہترین مشرقی کھانا <end>
29829,<start> Food  is good ambiance  not so good <end>,<start> کھانا اچھا ہے ماحول اتنا اچھا نہیں۔ <end>
29830,"<start> Food and prices are ok, ambiance is good, service is ok <end>",<start> کھانا اور قیمتیں ٹھیک ہیں، ماحول اچھا ہے، سروس ٹھیک ہے۔ <end>
29831,<start> Nice food. Service could be better. <end>,<start> اچھا کھانا. سروس بہتر ہو سکتی ہے۔ <end>
29832,<start> Quality food <end>,<start> معیاری کھانا <end>
29833,<start> Verity of food but quiet Expensive in very crowded location. Find good place to park your Car parking is a big challenge. Lift is available for old age people wheel chair user. <end>,<start> کھانے کی حقیقت لیکن بہت ہجوم والی جگہ پر پرسکون مہنگا۔ اپنی کار پارک کرنے کے لیے اچھی جگہ تلاش کرنا ایک بڑا چیلنج ہے۔ وہیل چیئر استعمال کرنے والے بوڑھے لوگوں کے لیے لفٹ دستیاب ہے۔ <end>
29834,<start> not as good as it once used to be..but still above average <end>,<start> اتنا اچھا نہیں جتنا پہلے ہوا کرتا تھا..لیکن اب بھی اوسط سے اوپر ہے۔ <end>
29835,<start> This is world best restaurant <end>,<start> یہ دنیا کا بہترین ریستوراں ہے۔ <end>
29836,"<start> On Eid ul Adha (Bakra Eid), get a mutton leg (shank) roasted from Usmania and you'll fall in love with roasted meat all over again. Balanced spices with tender meat. Their rotisserie technique is immaculate. <end>",<start> عید الاضحی (بقرہ عید) پر، عثمانیہ سے بھنی ہوئی مٹن ٹانگ (پنڈلی) حاصل کریں اور آپ کو پھر سے بھنے ہوئے گوشت سے پیار ہو جائے گا۔ ٹینڈر گوشت کے ساتھ متوازن مصالحہ۔ ان کی روٹیسیری تکنیک بے عیب ہے۔ <end>
29837,<start> Testi food and special testi tea <end>,<start> ٹیسٹی فوڈ اور خصوصی ٹیسٹی چائے <end>
29838,"<start> Good food, lots of options, parking is a hassle as the road is usually crowded <end>",<start> اچھا کھانا، بہت سارے اختیارات، پارکنگ ایک پریشانی ہے کیونکہ سڑک عام طور پر بھیڑ ہوتی ہے۔ <end>
29839,<start> Good fun place <end>,<start> اچھی تفریحی جگہ <end>
29840,<start> Best food in town <end>,<start> شہر کا بہترین کھانا <end>
29841,<start> Not to bad for desi food. Haven't been to this place in a long time. <end>,<start> دیسی کھانے کے لیے برا نہیں ہے۔ کافی دنوں سے اس جگہ نہیں آئے۔ <end>
29842,<start> One of the best Reataurant in karachi <end>,<start> کراچی کے بہترین ریستوراں میں سے ایک <end>
29843,"<start> Nyc Hotel, Tea is So Tasty <end>",<start> Nyc ہوٹل، چائے بہت سوادج ہے <end>
29844,<start> GoOd Quality & GoOd tEste <end>,<start> اچھا معیار اور اچھا ٹیسٹ <end>
29845,<start> Good <end>,<start> اچھی <end>
29846,<start> BBQ Excellent <end>,<start> بی بی کیو بہترین <end>
29847,"<start> not recommended at all , worst food i ever had ... <end>",<start> بالکل بھی سفارش نہیں کی گئی، میں نے اب تک کا سب سے برا کھانا کھایا تھا... <end>
29848,<start> Affordable with respect to taste <end>,<start> ذائقہ کے لحاظ سے سستی ہے۔ <end>
29849,<start> Good servicing and good taste <end>,<start> اچھی سروسنگ اور اچھا ذائقہ <end>
29850,<start> nice <end>,<start> اچھا <end>
29851,<start> Having great iftar. <end>,<start> زبردست افطاری۔ <end>
29852,<start> For tasty Pakistani food and good service. <end>,<start> مزیدار پاکستانی کھانے اور اچھی سروس کے لیے۔ <end>
29853,<start> It's closed now <end>,<start> یہ اب بند ہے۔ <end>
29854,<start> This grillo doesn't exist <end>,<start> یہ گریلو موجود نہیں ہے۔ <end>
29855,<start> Not a value for money <end>,<start> پیسے کی قدر نہیں۔ <end>
29856,"<start> Pathetic experience. Ordered same chicken dishes (peri strips). One had ample quantity, while the other had only a 3-4 pieces. Burger was not at all crispy. Ordered fries on vouch which the waiter said would be loaded ones but then brought plain fries instead, refusing to accept that he had said loaded ones earlier. Never visiting this place again for sure. <end>",<start> افسوسناک تجربہ۔ اسی چکن ڈشز (پیری سٹرپس) کا آرڈر دیا۔ ایک کے پاس کافی مقدار تھی، جبکہ دوسرے کے پاس صرف 3-4 ٹکڑے تھے۔ برگر بالکل کرسپی نہیں تھا۔ واؤچ پر فرائز کا آرڈر دیا جس کے بارے میں ویٹر نے کہا کہ یہ لوڈ ہو جائیں گے لیکن پھر اس کے بجائے سادہ فرائز لے آیا، یہ ماننے سے انکار کر دیا کہ اس نے پہلے بھری ہوئی چیزیں کہی تھیں۔ یقینی طور پر دوبارہ کبھی اس جگہ کا دورہ نہ کریں۔ <end>
29857,<start> Good taste of Peri Peri chicken. Service and Interior is poor. <end>,<start> پیری پیری چکن کا ذائقہ اچھا ہے۔ سروس اور داخلہ ناقص ہے۔ <end>
29858,<start> Nice <end>,<start> اچھا <end>
29859,<start> Amazing as usually great taste <end>,<start> عام طور پر عظیم ذائقہ کے طور پر حیرت انگیز <end>
29860,<start> Just average food sitting is also not good. <end>,<start> صرف اوسط کھانا بیٹھنا بھی اچھا نہیں ہے۔ <end>
29861,<start> Excellent Place <end>,<start> بہترین جگہ <end>
29862,<start> Good <end>,<start> اچھی <end>
29863,<start> Taste is amazing! The best alternative to Nandos in Karachi imo. <end>,<start> ذائقہ حیرت انگیز ہے! کراچی میں نندوز کا بہترین متبادل imo۔ <end>
29864,<start> Awesome <end>,<start> خوفناک <end>
29865,"<start> Worst experiences ever (yes, my bad. I thought they would have changed). Bad customer service, plus look at the portion size!!! They have increased their prices and reduced size (they told me this themselves.. But told me 1 will be enough for 1 person).

This wouldn't even be enough for a small child!

Plus they sent very spicy instead of mild. <end>",<start> اب تک کے بدترین تجربات (ہاں، میرا برا۔ میں نے سوچا کہ وہ بدل گئے ہوں گے)۔ برا کسٹمر سروس، اس کے علاوہ حصہ سائز پر نظر!!! انہوں نے اپنی قیمتیں بڑھا دی ہیں اور سائز کم کر دیا ہے (یہ بات انہوں نے خود مجھے بتائی ہے.. لیکن مجھے بتایا کہ 1 شخص کے لیے 1 کافی ہو گا)۔ یہ ایک چھوٹے بچے کے لیے بھی کافی نہیں ہوگا! اس کے علاوہ انہوں نے ہلکے کی بجائے بہت مسالیدار بھیجا. <end>
29866,<start> Moderate <end>,<start> اعتدال پسند <end>
29867,<start> Good taste <end>,<start> اچھا ذائقہ <end>
29868,"<start> Great food, good service. <end>",<start> اچھا کھانا، اچھی سروس۔ <end>
29869,<start> Good experience <end>,<start> اچھا تجربہ <end>
29870,"<start> Overrated place. Food taste is below average. Prices makes no sense with the portion. For a long time, their credit card machine was not functioning. <end>",<start> اوور ریٹیڈ جگہ۔ کھانے کا ذائقہ اوسط سے کم ہے۔ قیمتیں حصے کے ساتھ کوئی معنی نہیں رکھتی ہیں۔ کافی عرصے سے ان کی کریڈٹ کارڈ مشین کام نہیں کر رہی تھی۔ <end>
29871,<start> Nice spot for fresh juices <end>,<start> تازہ جوس کے لیے اچھی جگہ <end>
29872,"<start> First they made me wait even for menu card. I ordered flaming hot wrap which wasn't spicy at all then I added flaming hot sauce as well but it had very basic taste.
My craving for spicy food wasn't fulfilled at all. Food was cold as well, Pretty disappointing. <end>",<start> سب سے پہلے انہوں نے مجھے مینو کارڈ کا انتظار کرایا۔ میں نے فلیمنگ ہاٹ ریپ کا آرڈر دیا جو بالکل بھی مسالہ دار نہیں تھا پھر میں نے فلیمنگ ہاٹ سوس بھی شامل کیا لیکن اس کا ذائقہ بہت بنیادی تھا۔ مسالیدار کھانے کی میری خواہش بالکل پوری نہیں ہوئی تھی۔ کھانا بھی ٹھنڈا تھا، کافی مایوس کن تھا۔ <end>
29873,"<start> Taste wa good, but bill was high. <end>",<start> ذائقہ اچھا تھا، لیکن بل زیادہ تھا۔ <end>
29874,<start> Good tast <end>,<start> اچھا ذائقہ <end>
29875,<start> Need to improve the quality of fries <end>,<start> فرائز کے معیار کو بہتر کرنے کی ضرورت ہے۔ <end>
29876,<start> Ok <end>,<start> ٹھیک ہے <end>
29877,"<start> The food quality is very good, esp Shish Touk, but the service is PATHETIC.

Never ordering again <end>",<start> کھانے کا معیار بہت اچھا ہے، خاص طور پر شیش ٹوک، لیکن سروس قابل رحم ہے۔ دوبارہ کبھی آرڈر نہیں کرنا <end>
29878,<start> Good grilled peri wings <end>,<start> اچھی گرلڈ پیری ونگز <end>
29879,<start> Very good experience <end>,<start> بہت اچھا تجربہ ہے۔ <end>
29880,<start> Save money instead <end>,<start> اس کے بجائے پیسے بچائیں۔ <end>
29881,<start> One of our favorite joints from UAE. Their chicken is finger lickin good. <end>,<start> متحدہ عرب امارات سے ہمارے پسندیدہ جوڑوں میں سے ایک۔ ان کا چکن انگلی چاٹنے والا اچھا ہے۔ <end>
29882,"<start> I just love their chicken. Even though they give one sauce (flaming hot) with the food, it punches all the tickling you would need on your taste buds. Try their rice with the sauce and let the flavor speak for itself. I can go there again and again without ever having to work about quality. Tip: when ordering, ask the waiter to keep the chicken juicy. <end>",<start> مجھے صرف ان کا چکن پسند ہے۔ اگرچہ وہ کھانے کے ساتھ ایک چٹنی (آگتی ہوئی گرم) دیتے ہیں، لیکن یہ آپ کے ذائقہ کی کلیوں پر درکار تمام گدگدی کو ٹھونس دیتا ہے۔ ان کے چاولوں کو چٹنی کے ساتھ آزمائیں اور ذائقہ کو خود ہی بولنے دیں۔ میں معیار کے بارے میں کام کیے بغیر بار بار وہاں جا سکتا ہوں۔ مشورہ: آرڈر کرتے وقت ویٹر سے چکن کو رسیلی رکھنے کو کہیں۔ <end>
29883,<start> Hood plz improve ur sitting n dinein <end>,<start> ہڈ براہ مہربانی اپنے بیٹھنے اور کھانے میں بہتری لائیں <end>
29884,<start> Very tasty  chicken  stripper's <end>,<start> بہت لذیذ چکن سٹرائپرز <end>
29885,<start> Nice grill chicken <end>,<start> اچھا گرل چکن <end>
29886,<start> Awesome taste . <end>,<start> لاجواب ذائقہ۔ <end>
29887,"<start> (Translated by Google) 1.5 ghnta wait karaya aur order tk serve nh hua

(Original)
1.5 ghnta wait karaya aur order tk serve nh hua <end>",<start> (گوگل کے ذریعہ ترجمہ کیا گیا) 1.5 گھنٹہ انتظار کرو اور آرڈر ٹی کے سرو این ایچ ہوا (اصل) 1.5 گھنٹہ انتظار کرو اور آرڈر ٹی کے سرو نہ ہوا <end>
29888,<start> i would like all of you to have some mild sauce or any other sauce with your food it will be the best experience especially for the first time eaters <end>,<start> میں چاہوں گا کہ آپ سب اپنے کھانے کے ساتھ ہلکی چٹنی یا کوئی اور چٹنی لیں یہ بہترین تجربہ ہوگا خاص طور پر پہلی بار کھانے والوں کے لیے <end>
29889,"<start> Service was fast and admirable
Food was also good <end>",<start> سروس تیز تھی اور قابل تعریف کھانا بھی اچھا تھا۔ <end>
29890,"<start> because their speciality ""Peri Peri Bite"" not available today. <end>","<start> کیونکہ ان کی خصوصیت ""پیری پیری بائٹ"" آج دستیاب نہیں ہے۔ <end>"
29891,<start> Delicious <end>,<start> مزیدار <end>
29892,<start> Best grill chicken in town <end>,<start> شہر میں بہترین گرل چکن <end>
29893,<start> delivered incomplete order to foodpanda <end>,<start> فوڈ پانڈا کو نامکمل آرڈر پہنچایا <end>
29894,"<start> I loved their food/menu, flavours they have, that is why i have ordered online from them again. <end>",<start> مجھے ان کا کھانا/مینو، ان کے ذائقے پسند تھے، اسی لیے میں نے ان سے دوبارہ آن لائن آرڈر کیا ہے۔ <end>
29895,<start> Super Dooper. Peri Bites. <end>,<start> سپر ڈوپر۔ پیری بائٹس۔ <end>
29896,"<start> I am an old Grillo customer but their food and service is going down at a fast pace. Today i placed an order (008082/PO), amount Rs.5.549, gave special instruction to keep the chicken spicy. I picked the order and when i came home, opened the order then i found out....2 jalapeno sauces were charged but missing, chicken was dry, 1.5liter drink instead of 1.75liter, diluted sauces, half cooked rice, burgers were wet (they used to put it in box, now they were jsut wrapped in paper). I called the restaurant manager to get owner's contact number for feedback, he said i have to check with owner before giving you the number. Manager then called back saying that owner does not want to talk to you. How ARROGANT!!!!! i am not getting food from this place ever again.

PS: i can share mine and my son's cell number to confirm our history and not a fake customer raising complaint (in case the owner is interested, which i am sure is very busy). <end>",<start> میں ایک پرانا گریلو گاہک ہوں لیکن ان کا کھانا اور خدمات تیزی سے کم ہو رہی ہیں۔ آج میں نے ایک آرڈر (008082/PO) دیا، رقم 5.549 روپے، چکن کو مسالہ دار رکھنے کی خصوصی ہدایت دی۔ میں نے آرڈر اٹھایا اور گھر آ کر آرڈر کھولا تو پتہ چلا.... 2 جالپینو ساس چارج تھے لیکن غائب تھے، چکن خشک تھا، 1.75 لیٹر کی بجائے 1.5 لیٹر ڈرنک، پتلی چٹنی، آدھے پکے ہوئے چاول، برگر تھے۔ گیلا (وہ اسے ڈبے میں ڈالتے تھے، اب وہ کاغذ میں لپیٹے ہوئے تھے)۔ میں نے ریسٹورنٹ مینیجر کو فون کیا کہ وہ فیڈ بیک کے لیے مالک کا رابطہ نمبر لیں، اس نے کہا کہ مجھے آپ کو نمبر دینے سے پہلے مالک سے چیک کرنا ہوگا۔ مینیجر نے پھر یہ کہہ کر واپس بلایا کہ مالک آپ سے بات نہیں کرنا چاہتا۔ کتنا مغرور ہے!!!!! مجھے اس جگہ سے پھر کبھی کھانا نہیں مل رہا ہے۔ PS: میں اپنا اور اپنے بیٹے کو بانٹ سکتا ہوں' <end>
29897,<start> Marvelous taste of roll which is chicken rolo as they said. N chicken wings garlic was also good. Over all wonderful experience. Must try once <end>,<start> رول کا شاندار ذائقہ جو کہ چکن رولو ہے جیسا کہ انہوں نے کہا۔ ن چکن ونگز لہسن بھی اچھا تھا۔ تمام شاندار تجربے سے زیادہ۔ ایک بار ضرور کوشش کریں۔ <end>
29898,<start> Peri peri chicken is love <end>,<start> پیری پیری چکن محبت ہے۔ <end>
29899,<start> Great experience <end>,<start> زبردست تجربہ <end>
29900,<start> Food is awful now and way overpriced. Often forget part of your order but never do anything to compensate you. Avoid <end>,<start> کھانا اب خوفناک ہے اور بہت زیادہ قیمت ہے۔ اکثر اپنے آرڈر کا کچھ حصہ بھول جاتے ہیں لیکن آپ کو معاوضہ دینے کے لیے کبھی کچھ نہ کریں۔ اجتناب کریں۔ <end>
29901,"<start> Great place offering great and fresh food.
I highly recommend families and friends to pay a visit here and try their amazing crispy fried chicken which actually tastes pretty good.
You have many more options to try and are welcomed to do so.
It’s a hygienic and wonderful environment for every one and food is offered at a reasonable price here. <end>",<start> بہترین اور تازہ کھانا پیش کرنے والی بہترین جگہ۔ میں خاندانوں اور دوستوں کو بہت زیادہ مشورہ دیتا ہوں کہ وہ یہاں کا دورہ کریں اور ان کا حیرت انگیز کرسپی فرائیڈ چکن آزمائیں جس کا ذائقہ حقیقت میں بہت اچھا ہے۔ آپ کے پاس آزمانے کے لیے اور بھی بہت سے اختیارات ہیں اور ایسا کرنے کا خیرمقدم کیا جاتا ہے۔ یہ ہر ایک کے لیے ایک صحت بخش اور شاندار ماحول ہے اور یہاں مناسب قیمت پر کھانا پیش کیا جاتا ہے۔ <end>
29902,<start> Nice ambience and so many options in the menu to choose from <end>,<start> اچھا ماحول اور مینو میں بہت سارے اختیارات جن میں سے انتخاب کیا جائے۔ <end>
29903,"<start> The food's amazing, the chicken was cooked to perfection, extremely succulent and flavorful. The burger was great too. It's like Nando's but cheaper and a lot more tastier. However, quantity is quite low, expect to spend more if you want to fill up. <end>",<start> کھانا حیرت انگیز ہے، چکن کو کمال تک پکایا گیا تھا، انتہائی رسیلا اور ذائقہ دار۔ برگر بھی بہت اچھا تھا۔ یہ نینڈو کی طرح ہے لیکن سستا اور بہت زیادہ مزیدار۔ تاہم، مقدار کافی کم ہے، اگر آپ بھرنا چاہتے ہیں تو زیادہ خرچ کرنے کی توقع کریں۔ <end>
29904,<start> A bit pricy but worth visiting. Food quality was good and staff very welcoming. <end>,<start> تھوڑا سا قیمتی لیکن دیکھنے کے قابل۔ کھانے کا معیار اچھا تھا اور عملہ بہت خوش آئند تھا۔ <end>
29905,<start> Good taste <end>,<start> اچھا ذائقہ <end>
29906,<start> Good place <end>,<start> اچھی جگہ <end>
29907,<start> Well the supposed to be extremely spicy wasn't too spicy for us but everything else was good. I just wish they start boneless chicken <end>,<start> ویسے جو انتہائی مسالہ دار ہونا چاہیے تھا وہ ہمارے لیے زیادہ مسالہ دار نہیں تھا لیکن باقی سب کچھ اچھا تھا۔ میری خواہش ہے کہ وہ بونلیس چکن شروع کریں۔ <end>
29908,"<start> Their peri peri chicken tastes brilliant but everything else is quite mediocre at best. All guests must be seated either on 1st or 2nd floors without any lift provision. Any sauce apart from one option must be paid for separately. Air fried chicken lacks any meaningful seasoning or flavor.

Quite reasonably priced though so that's not too bad. <end>",<start> ان کے پیری پیری چکن کا ذائقہ شاندار ہوتا ہے لیکن باقی سب کچھ بہت معمولی ہے۔ تمام مہمانوں کو بغیر کسی لفٹ کے پہلی یا دوسری منزل پر بیٹھنا چاہیے۔ ایک آپشن کے علاوہ کسی بھی چٹنی کے لیے الگ سے ادائیگی کرنی ہوگی۔ ایئر فرائیڈ چکن میں کوئی معنی خیز مسالا یا ذائقہ نہیں ہوتا ہے۔ کافی مناسب قیمت ہے اگرچہ یہ زیادہ برا نہیں ہے۔ <end>
29909,<start> Nyc <end>,<start> نیو یارک <end>
29910,<start> very tasty food <end>,<start> بہت سوادج کھانا <end>
29911,<start> Best grilled chicken in the city. Tops nandos easily! Also the grillo bites are the best in the city! Top notch sauces <end>,<start> شہر کا بہترین گرلڈ چکن۔ آسانی سے نینڈوس کو سب سے اوپر! اس کے علاوہ گریلو کے کاٹنے شہر میں بہترین ہیں! اعلی درجے کی چٹنی <end>
29912,<start> Good taste - good chicken. Consistent up till now. Go there every Friday! <end>,<start> اچھا ذائقہ - اچھا چکن. اب تک مسلسل۔ ہر جمعہ کو وہاں جائیں! <end>
29913,<start> Better Than Nando's <end>,<start> نندو سے بہتر <end>
29914,<start> Amazing place to eat a quarter chicken at cheap price. It is spacious and the waiter's attitute was just normal. Spices were also elegant. <end>,<start> سستے داموں چوتھائی چکن کھانے کے لیے حیرت انگیز جگہ۔ یہ کشادہ ہے اور ویٹر کا رویہ بالکل نارمل تھا۔ مصالحے بھی نفیس تھے۔ <end>
29915,<start> Pizza is good <end>,<start> پیزا اچھا ہے۔ <end>
29916,<start> Did not like the food at all. All the chicken tastes like shish touk. Peri bites and fries are good though. <end>,<start> کھانا بالکل پسند نہیں آیا۔ تمام چکن کا ذائقہ شیش ٹوک جیسا ہوتا ہے۔ پیری بائٹس اور فرائز اگرچہ اچھے ہیں۔ <end>
29917,<start> I love it <end>,<start> میں اس سے محبت کرتا ہوں <end>
29918,<start> Good substitute of nandos <end>,<start> نینڈوس کا اچھا متبادل <end>
29919,<start> Like <end>,<start> پسند <end>
29920,"<start> Nice place to eat, good atmosphere <end>",<start> کھانے کے لیے اچھی جگہ، اچھا ماحول <end>
29921,<start> Good taste and a very good service <end>,<start> اچھا ذائقہ اور بہت اچھی سروس <end>
29922,<start> Best grill chicken  something similar to nando's <end>,<start> نینڈو سے ملتا جلتا بہترین گرل چکن <end>
29923,<start> Best for the price! <end>,<start> قیمت کے لئے بہترین! <end>
29924,<start> Nice <end>,<start> اچھا <end>
29925,<start> Great food .. but fish needs an improvement <end>,<start> بہت اچھا کھانا .. لیکن مچھلی کو بہتری کی ضرورت ہے۔ <end>
29926,<start> Good food but slow service <end>,<start> اچھا کھانا لیکن سست سروس <end>
29927,"<start> V yummy grilled chicken and peri burger with double patty, after a along time had v delicious food  highly recommended <end>",<start> V مزیدار گرلڈ چکن اور ڈبل پیٹی کے ساتھ پیری برگر، کچھ وقت کے بعد مزیدار کھانے کی انتہائی سفارش کی گئی <end>
29928,<start> Awesome taste <end>,<start> شاندار ذائقہ <end>
29929,<start> Best Grilled Chicken in K-Town.. <end>,<start> K-Town میں بہترین گرلڈ چکن.. <end>
29930,<start> Good taste and Service <end>,<start> اچھا ذائقہ اور سروس <end>
29931,"<start> I went there for office meeting. We had Peri Peri wings, Pizza, Qtr Chicken and Fries served with their delicious sauces. Each and every dish is very tasty and their sauces makes them unique. I recommend this place. I will definitely visit this place again. <end>",<start> میں وہاں آفس میٹنگ کے لیے گیا تھا۔ ہمارے پاس پیری پیری ونگز، پیزا، Qtr چکن اور فرائز ان کی مزیدار چٹنیوں کے ساتھ پیش کیے گئے۔ ہر ڈش بہت لذیذ ہوتی ہے اور ان کی چٹنی انہیں منفرد بناتی ہے۔ میں اس جگہ کی سفارش کرتا ہوں۔ میں ضرور دوبارہ اس جگہ کا دورہ کروں گا۔ <end>
29932,"<start> Small but quaint, the place has nice vibes too it. Not too cheap but not too expensive. Food is nice as well as the staff. <end>",<start> چھوٹی لیکن عجیب، اس جگہ میں بھی خوبصورت وائبس ہیں۔ بہت سستا نہیں لیکن بہت مہنگا بھی نہیں۔ کھانا اچھا ہے اور عملہ بھی۔ <end>
29933,<start> This was the worst experience ever. We got the fries which were not up to the mark.The fries were neither crispy nor hot as expected. The management and the service was poor. Ratings 1/10 <end>,<start> یہ اب تک کا بدترین تجربہ تھا۔ ہمیں وہ فرائز ملے جو درست نہیں تھے۔ انتظامیہ اور سروس ناقص تھی۔ درجہ بندی 1/10 <end>
29934,"<start> Good taste and service... Chicken, wings and fries were great... <end>",<start> اچھا ذائقہ اور سروس... چکن، پنکھ اور فرائز بہت اچھے تھے... <end>
29935,<start> Awesome <end>,<start> خوفناک <end>
29936,<start> Good <end>,<start> اچھی <end>
29937,<start> yummy food <end>,<start> مزیدار کھانا <end>
29938,<start> Recommended for food lovers <end>,<start> کھانے سے محبت کرنے والوں کے لیے تجویز کردہ <end>
29939,<start> Grill and BBQ chicken specialist <end>,<start> گرل اور بی بی کیو چکن ماہر <end>
29940,<start> Nice food but small place <end>,<start> اچھا کھانا لیکن چھوٹی جگہ <end>
29941,<start> Excellent experience <end>,<start> بہترین تجربہ <end>
29942,<start> Perry bites and wings are great !! <end>,<start> پیری کے کاٹنے اور پنکھ بہت اچھے ہیں !! <end>
29943,"<start> Awesome ambiance, very juicy food and service is outclass <end>",<start> بہت اچھا ماحول، بہت رسیلی کھانا اور سروس آؤٹ کلاس ہے۔ <end>
29944,<start> Awesome taste. Recommended <end>,<start> شاندار ذائقہ. تجویز کردہ <end>
29945,<start> Really liked the mild mild flavour chicken <end>,<start> واقعی ہلکا ہلکا ذائقہ والا چکن پسند آیا <end>
29946,<start> Expensive <end>,<start> مہنگا <end>
29947,<start> Peri fries <end>,<start> پیری فرائز <end>
29948,<start> Berry shak was fantastic. <end>,<start> بیری شاک لاجواب تھا۔ <end>
29949,"<start> I like the peri peri chicken there, only the quantity is not sufficient <end>",<start> مجھے وہاں پیری پیری چکن پسند ہے، صرف مقدار کافی نہیں ہے۔ <end>
29950,<start> Sasti copy of Nandos!!! <end>,<start> نندوں کی سستی کاپی!!! <end>
29951,<start> Tasteless food in town...not even fresh <end>,<start> شہر میں بے ذائقہ کھانا... تازہ بھی نہیں۔ <end>
29952,<start> ambiance and taste =10/10 <end>,<start> ماحول اور ذائقہ = 10/10 <end>
29953,<start> Food was awesome but a little costly <end>,<start> کھانا بہت اچھا تھا لیکن تھوڑا مہنگا تھا۔ <end>
29954,<start> Very Nice <end>,<start> بہت اچھے <end>
29955,<start> Taste Was Delicious <end>,<start> ذائقہ مزیدار تھا۔ <end>
29956,<start> Food chain <end>,<start> کھانے کی سیریز <end>
29957,<start> Good taste <end>,<start> اچھا ذائقہ <end>
29958,<start> Best fast food for you if you are diet conscious. <end>,<start> اگر آپ غذا کے بارے میں شعور رکھتے ہیں تو آپ کے لیے بہترین فاسٹ فوڈ۔ <end>
29959,<start> 1 OF THE MOST DEVINE FOOD TO EAT IN KARACHI. tes I said that very loud.. superb services and food was more than great <end>,<start> کراچی میں کھانے کے لیے سب سے زیادہ دیوی خوراکوں میں سے 1۔ میں نے بہت اونچی آواز میں کہا.. شاندار خدمات اور کھانا بہت اچھا تھا۔ <end>
29960,<start> Not As good as Nando's but good in taste. <end>,<start> نندو کی طرح اچھا نہیں لیکن ذائقہ میں اچھا ہے۔ <end>
29961,<start> At MAIN TARIQ ROAD 24 HOURS SERVICE <end>,<start> مین طارق روڈ پر 24 گھنٹے سروس <end>
29962,"<start> If you need well prepared Peri Peri chicken and burgers with good serving turning and comes on reasonable price,  then grill o is good place to dine in. <end>",<start> اگر آپ کو اچھی طرح سے تیار کردہ پیری پیری چکن اور برگر اچھی سرونگ موڑ کے ساتھ چاہیے اور مناسب قیمت پر آتے ہیں، تو کھانے کے لیے گرل او اچھی جگہ ہے۔ <end>
29963,<start> Pathetic Food. <end>,<start> قابل رحم کھانا۔ <end>
29964,<start> Quality very bad <end>,<start> معیار بہت خراب <end>
29965,<start> Good taste to enjoy <end>,<start> لطف اندوز کرنے کے لئے اچھا ذائقہ <end>
29966,"<start> (Translated by Google) ooooo

(Original)
Ooooo <end>",<start> (گوگل کے ذریعہ ترجمہ شدہ) ooooo (اصل) Ooooo <end>
29967,"<start> Food is good but they really should add card services, had to walk 10 minutes to take money out. Took the joy out of the food. <end>",<start> کھانا اچھا ہے لیکن انہیں واقعی کارڈ کی خدمات شامل کرنی چاہئیں، پیسے نکالنے کے لیے 10 منٹ پیدل چلنا پڑا۔ کھانے سے خوشی چھین لی۔ <end>
29968,<start> Quality was best <end>,<start> معیار بہترین تھا۔ <end>
29969,"<start> (Translated by Google) It's a good place, especially by fast food ....

(Original)
اچھی جگہ ہے خاص کر فاسٹ فوڈ کے لحاظ سے ۔۔۔۔ <end>",<start> (گوگل کے ذریعے ترجمہ کیا گیا) یہ ایک اچھی جگہ ہے، خاص طور پر فاسٹ فوڈ کے ذریعے.... (اصل) اچھی جگہ ہے خاص کر فاسٹ فوڈ کے لحاظ سے۔۔۔۔ <end>
29970,<start> Finally i have found an Alternative of Nando's with better taste and better price tag. <end>,<start> آخر کار میں نے بہتر ذائقہ اور بہتر قیمت کے ساتھ Nando's کا متبادل تلاش کر لیا ہے۔ <end>
29971,"<start> Excellent food.....
Please take care of your ambience n waiters should be trained well <end>",<start> بہترین کھانا..... براہ کرم اپنے ماحول کا خیال رکھیں اور ویٹروں کو اچھی تربیت دی جائے۔ <end>
29972,<start> Best best best foodTheir peri peri chicken is loveeand peri burger is also lovee❤Pizza is good tooPrices little bit high but they'r worth it. Quantity is less.Quite a small burger for a single person in Rs.450 with deal.half chicken for Rs 660 without deal and Rs.900 i guess for with deal <end>,<start> بہترین بہترین بہترین کھانا ان کا پیری پیری چکن پیارا ہے اور پیری برگر بھی پیارا ہے❤ پیزا بھی اچھا ہے قیمتیں تھوڑی زیادہ ہیں لیکن وہ اس کے قابل ہیں۔ مقدار کم ہے۔ ایک فرد کے لیے کافی چھوٹا برگر 450 روپے میں ڈیل کے ساتھ۔ آدھا چکن بغیر ڈیل کے 660 روپے میں اور میرے خیال میں 900 روپے میں ڈیل کے ساتھ <end>
29973,<start> It's like Nandos cheaper version. <end>,<start> یہ نینڈوس کے سستے ورژن کی طرح ہے۔ <end>
29974,<start> nice food good quality <end>,<start> اچھا کھانا اچھے معیار <end>
29975,<start> Best peri chicken and fries specially the flaming hot flavour in chicken. <end>,<start> بہترین پیری چکن اور فرائز خاص طور پر چکن میں جلتا ہوا گرم ذائقہ۔ <end>
29976,<start> Good spicy food <end>,<start> اچھا مسالہ دار کھانا <end>
29977,<start> Good food but low service <end>,<start> اچھا کھانا لیکن کم سروس <end>
29978,<start> Awesome taste <end>,<start> شاندار ذائقہ <end>
29979,"<start> Awesome
Like <end>",<start> لاجواب پسند <end>
29980,<start> good food <end>,<start> اچھا کھانا <end>
29981,<start> Delicious and juicy chicken burger   10/10 <end>,<start> مزیدار اور رسیلی چکن برگر 10/10 <end>
