,English,Urdu
27930,Excellent food,بہترین کھانا
27931,Mouthwatering kebabs!,منہ میں پانی بھرنے والے کباب!
27932,superb bar b q,شاندار بار بی کیو
27933,Must try chatakh kabab here,یہاں چتخ کباب ضرور آزمائیں
27934,quality is every thing.,معیار ہر چیز ہے.
27935,Delicious,مزیدار
27936,Amazing food.,حیرت انگیز کھانا۔
27937,Perfect BBQ place. Taste that never you compare,بہترین BBQ جگہ۔ چکھیں جس کا آپ کبھی موازنہ نہیں کرتے
27938,Excellent food specially rolls.,بہترین کھانا خاص طور پر رول کرتا ہے۔
27939,"Excellent Desi BBQ options...Malai boti, Reshmi Kabab, Chatak, Kabab Fry and Green Tikka!",بہترین دیسی باربی کیو آپشنز...ملائی بوٹی، ریشمی کباب، چاٹک، کباب فرائی اور سبز ٹِکا!
27940,Kabab fry and fish is awesome. They need to have proper seating arrangement for families. It's hard to get a place without waiting there.,کباب فرائی اور مچھلی لاجواب ہے۔ ان کے لیے فیملیز کے بیٹھنے کا مناسب انتظام ہونا چاہیے۔ وہاں انتظار کیے بغیر جگہ ملنا مشکل ہے۔
27941,Awesome food,لاجواب کھانا
27942,Very good,بہت اچھا
27943,Simply fabulous food and very fast serving. Nice environment and Very impeccable Place to dine.,بس شاندار کھانا اور بہت تیز سرونگ۔ اچھا ماحول اور کھانے کے لیے بہت ہی معصوم جگہ۔
27944,Awsome BBQ,شاندار BBQ
27945,Good place for BBQ lovers,باربی کیو سے محبت کرنے والوں کے لیے اچھی جگہ
27946,Kabas are good here,یہاں کباب اچھے ہیں۔
27947,Very nice BBQ menu and very good taste,بہت اچھا BBQ مینو اور بہت اچھا ذائقہ
27948,Love the taste,ذائقہ پسند ہے
27949,Good food B.B.Q,اچھا کھانا BBQ
27950,"(Translated by Google) Shahi chatakh yummm

(Original)
Shahi chatakh yummm",(گوگل کے ذریعہ ترجمہ کیا گیا) شاہی چتاخ یومم (اصل) شاہی چتاخ یومم
27951,Famous for malai boti,ملائی بوٹی کے لیے مشہور ہے۔
27952,Food is Delish. Must try fish fillet.,کھانا ڈیلیش ہے۔ فش فلیٹ ضرور آزمائیں۔
27953,"(Translated by Google) The Dagger Are Love

(Original)
The Tikkaas Are Love",(گوگل کے ذریعہ ترجمہ کیا گیا) دی ڈگر آر لیو (اصل) دی ٹِکاس آر محبت
27954,Awesome bbq,زبردست بی بی کیو
27955,With mouth watering bar b q this place have lot to offer. Kebab fry is my personal favourite. Must try.,منہ میں پانی بھرنے والے بار بی کیو کے ساتھ اس جگہ کو پیش کرنے کے لیے بہت کچھ ہے۔ کباب فرائی میرا ذاتی پسندیدہ ہے۔ کوشش کرنی چاہیے۔
27956,"Poor service
Poor seating place
Food is good
Price is reasonable

Just don't dine-in or you will feel insulted whole time. The waiters don't listen and pay no attention to your order. Just order the food, take home and enjoy.",ناقص سروس بیٹھنے کی ناقص جگہ کھانا اچھی قیمت مناسب ہے بس کھانا نہ کھائیں ورنہ آپ کو سارا وقت اپنی توہین محسوس ہوگی۔ ویٹر آپ کے آرڈر پر توجہ نہیں دیتے اور نہ ہی سنتے ہیں۔ بس کھانے کا آرڈر دیں، گھر لے جائیں اور لطف اندوز ہوں۔
27957,Speciality is Kebab ..,خصوصیت کباب ہے..
27958,Fantastic BBQ,لاجواب BBQ
27959,Desi test,دیسی ٹیسٹ
27960,"Tasty and quality kabab house in Karachi, must try",کراچی میں سوادج اور معیاری کباب گھر، ضرور آزمائیں
27961,It's very good but the rate is too high,یہ بہت اچھا ہے لیکن ریٹ بہت زیادہ ہے۔
27962,A must try place for BBQ lovers. The fry kebab is something awesome and delicious.,باربی کیو سے محبت کرنے والوں کے لیے ایک جگہ ضرور آزمائیں۔ فرائی کباب ایک لاجواب اور مزیدار چیز ہے۔
27963,Good environment,اچھا ماحول
27964,Good fooood,اچھا فوڈ
27965,Food is good but catering not well,کھانا اچھا ہے لیکن کیٹرنگ ٹھیک نہیں ہے۔
27966,One of the best taste in BBQ. Specially . Chicken malai boti. Beef Goal kabab and bihari chicken.,BBQ میں بہترین ذائقہ میں سے ایک۔ خاص طور پر . چکن ملائی بوٹی۔ بیف گول کباب اور بہاری چکن۔
27967,Really good taste and the food quality is also good.. but the service here is slow on weekends due to bejng crowded,واقعی ذائقہ اچھا ہے اور کھانے کا معیار بھی اچھا ہے.. لیکن یہاں کی سروس ہفتے کے آخر میں بھیڑ کی وجہ سے سست ہے
27968,Very nice kababs,بہت اچھے کباب ہیں۔
27969,Excellent place for Bar.B.Q,Bar.BQ کے لیے بہترین جگہ
27970,The food taste was good,کھانے کا ذائقہ اچھا تھا۔
27971,Good place for Bar B Q,بار بی کیو کے لیے اچھی جگہ
27972,Great taste. Casual dining. Not really recommended for families because of dearth of family seating though families can eat in the car,بہت اچھا ذائقہ. آرام دہ کھانا۔ خاندان کے بیٹھنے کی کمی کی وجہ سے خاندانوں کے لیے واقعی سفارش نہیں کی جاتی ہے حالانکہ خاندان کار میں کھانا کھا سکتے ہیں۔
27973,"Did sehri with family recently, you have to come early, since this place is crowded. Extra ordinary signature taste not to mention",حال ہی میں فیملی کے ساتھ سحری کی، آپ کو جلدی آنا ہوگا، کیونکہ یہ جگہ بھیڑ ہے۔ غیر معمولی دستخطی ذائقہ کا ذکر نہیں کرنا
27974,Good food and other things but to much crowed place,اچھا کھانا اور دوسری چیزیں لیکن زیادہ بھیڑ والی جگہ
27975,dhaga kabab was awesome but tikka just disappointed,دھاگا کباب بہت اچھا تھا لیکن ٹکا نے مایوس کیا۔
27976,Great taste and location is very ideal for all the karachiites,بہترین ذائقہ اور محل وقوع تمام کراچی والوں کے لیے بہترین ہے۔
27977,No need,کوئی ضرورت نہیں
27978,"One of the best bbq of karchites
Speciality
Kabab Tikka and Chicken Boti",کرچیٹس کے بہترین bbq میں سے ایک خاص کباب ٹِکا اور چکن بوٹی
27979,"Food is OK, not extraordinary.",کھانا ٹھیک ہے، غیر معمولی نہیں۔
27980,Nice place,اچھی جگہ
27981,Outdoor seating and mostly you have to wait as keeps occupied,باہر بیٹھنے کی جگہ اور زیادہ تر آپ کو انتظار کرنا پڑتا ہے جیسا کہ مصروف رہتا ہے۔
27982,Good bar b q,اچھی بار بی کیو
27983,Loved it,اسے پسند آیا
27984,"The seating area is not very comfortable or welcoming either for groups of friends and families alike, but the taste outweighs everything one might put on scale in the discussion.",بیٹھنے کی جگہ زیادہ آرام دہ یا خوش آئند نہیں ہے یا تو دوستوں اور خاندانوں کے گروپوں کے لیے یکساں ہے، لیکن اس کا ذائقہ ہر اس چیز سے کہیں زیادہ ہے جو کسی نے بحث میں پیش کیا ہو۔
27985,Mazaydaar food br. B. Q,Mazaydaar food br. بی کیو
27986,"Good taste, good environment",اچھا ذائقہ، اچھا ماحول
27987,"Food is good but sitting area is not up to the mark. Less space, even the serve over the street at table.",کھانا اچھا ہے لیکن بیٹھنے کی جگہ نشان تک نہیں ہے۔ کم جگہ، یہاں تک کہ میز پر سڑک پر سرونگ۔
27988,BBQ center of good food,اچھے کھانے کا BBQ مرکز
27989,Yummy malai boti,مزیدار ملائی بوٹی
27990,Good food,اچھا کھانا
27991,Awsome food,شاندار کھانا
27992,Taste is Good. But Beef boti is over cooked they must work on its recipe once again in order to improve the taste,ذائقہ اچھا ہے۔ لیکن بیف بوٹی زیادہ پک چکی ہے ذائقہ کو بہتر بنانے کے لیے انہیں ایک بار پھر اس کی ترکیب پر کام کرنا چاہیے۔
27993,Amazing food,حیرت انگیز کھانا
27994,Ok foods,ٹھیک ہے کھانے کی چیزیں
27995,Very tasty food,بہت لذیذ کھانا
27996,"Very good taste. To save time, go directly to the counter for take aways.",بہت اچھا ذائقہ۔ وقت بچانے کے لیے، لے جانے کے لیے براہ راست کاؤنٹر پر جائیں۔
27997,Spicy Bar BQ and kabab's,مسالہ دار بار بی کیو اور کباب
27998,Best place for BBQ,BBQ کے لیے بہترین جگہ
27999,The best place to eat BBQ in Karachi. unmatchable taste at good price.,کراچی میں باربی کیو کھانے کے لیے بہترین جگہ۔ اچھی قیمت پر بے مثال ذائقہ۔
28000,Probably the best kebabs in Pakistan,شاید پاکستان کے بہترین کباب
28001,"One of excellent restaurants in Karachi, specially famous for bar b q items. Don't forget to try qeema fry",کراچی کے بہترین ریستوراں میں سے ایک، خاص طور پر بار بی کیو آئٹمز کے لیے مشہور ہے۔ قیمہ فرائی کرنا نہ بھولیں۔
28002,Good food at affordable prices. The only thing which needs to be improved is their sitting arrangement.,مناسب قیمت پر اچھا کھانا۔ صرف ایک چیز جس کو بہتر کرنے کی ضرورت ہے وہ ہے ان کے بیٹھنے کا انتظام۔
28003,Clean hygenic and good taste,صاف ستھرا اور اچھا ذائقہ
28004,Anyone ordering for take-out should know that giving order directly to the waiters or the uniformed staff is not recommended. Always go directly to the cash counter and order your food there and do make sure that everything you ordered is in the bag when you get it. Personal experience.,ٹیک آؤٹ کا آرڈر دینے والے کو معلوم ہونا چاہیے کہ براہ راست ویٹروں یا یونیفارم والے عملے کو آرڈر دینے کی سفارش نہیں کی جاتی ہے۔ ہمیشہ براہ راست کیش کاؤنٹر پر جائیں اور وہاں اپنے کھانے کا آرڈر دیں اور اس بات کو یقینی بنائیں کہ آپ نے جو کچھ بھی آرڈر کیا ہے وہ آپ کے بیگ میں موجود ہے۔ ذاتی تجربہ.
28005,It is economical had great taste gud service,یہ اقتصادی ہے عظیم ذائقہ خدا کی خدمت ہے
28006,good place for dinner,رات کے کھانے کے لیے اچھی جگہ
28007,"Taste is great,but I feel there is something missing",ذائقہ بہت اچھا ہے، لیکن مجھے لگتا ہے کہ کچھ کمی ہے۔
28008,Tastes good,ذائقہ اچھا ہے
28009,if you want great bbq taste with good quantity and quality this is surely the best place for it must try and prices are also good,اگر آپ اچھی مقدار اور کوالٹی کے ساتھ بہترین بی بی کیو ذائقہ چاہتے ہیں تو یقیناً یہ بہترین جگہ ہے اسے ضرور آزمائیں اور قیمتیں بھی اچھی ہیں
28010,humm Tammy hot and spice BBQ,humm Tammy گرم اور مسالا BBQ
28011,Nice place,اچھی جگہ
28012,Excellent bar b que but not good seating area and location,بہترین بار بی کیو لیکن بیٹھنے کی جگہ اور جگہ اچھی نہیں ہے۔
28013,Kabab,کباب
28014,Love,محبت
28015,"Great taste of kababs, nice place, love to recommend for variety of BBQ",کبابوں کا عمدہ ذائقہ، اچھی جگہ، بی بی کیو کی مختلف اقسام کے لیے تجویز کرنا پسند کرتے ہیں۔
28016,Yummiest bbq and spicy fish,سوادج بی بی کیو اور مسالیدار مچھلی
28017,"Delights food, if you can overlook the bad ambiance",کھانے کو خوش کرتا ہے، اگر آپ خراب ماحول کو نظر انداز کر سکتے ہیں۔
28018,"They have variety of bbq dishes, which they serve in vehicle as well as in restaurant.",ان کے پاس مختلف قسم کے bbq ڈشز ہیں، جو وہ گاڑیوں کے ساتھ ساتھ ریستوراں میں بھی پیش کرتے ہیں۔
28019,"(Translated by Google) Must try dhaga kabab n shahi chatakh boti .. 

(Original)
Must try dhaga kabab n shahi chatakh boti..",(گوگل کے ذریعہ ترجمہ کیا گیا) ڈھاگا کباب ن شاہی چتخ بوٹی ضرور آزمائیں.. (اصل) دھاگا کباب ن شاہی چتخ بوٹی ضرور آزمائیں..
28020,Chatak boti and fry kebabs are just awesome. They need to upgrade their family area,چٹکی بوٹی اور فرائی کباب صرف لاجواب ہیں۔ انہیں اپنے خاندانی علاقے کو اپ گریڈ کرنے کی ضرورت ہے۔
28021,Good,اچھی
28022,Gud Food,گڈ فوڈ
28023,"Avarage food, not a plave where you want to take your family, its more like Quetta Chai hotel every here and there",اوسط کھانا، وہ جگہ نہیں جہاں آپ اپنی فیملی کو لے جانا چاہتے ہیں، یہ کوئٹہ کے چائے ہوٹل کی طرح ہر جگہ
28024,Good Quality Food with Better Taste,بہتر ذائقہ کے ساتھ اچھے معیار کا کھانا
28025,One of the best barbecue restaurants in town.,شہر کے بہترین باربی کیو ریستوراں میں سے ایک۔
28026,One of the best bbq karachi offers although not a very pleasent dining place. Takeout is a good option,بی بی کیو کراچی کی بہترین پیش کشوں میں سے ایک اگرچہ کھانے کی بہت اچھی جگہ نہیں ہے۔ ٹیک آؤٹ ایک اچھا آپشن ہے۔
28027,Poor service,ناقص سروس
28028,Only Dhaga kabab was good.otherwise average food,صرف دھاگا کباب اچھا تھا ورنہ اوسط کھانا
28029,Good bar b q,اچھی بار بی کیو
28030,Delicious BBQ,مزیدار BBQ
28031,Good Quality bbq,اچھی کوالٹی بی بی کیو
28032,Thanks for exact location.,درست مقام کا شکریہ۔
28033,Only the taste is marvellous,صرف ذائقہ شاندار ہے
28034,"Taste of kababs is good but quantity is very less for the amount they charge,you have to wait alot in order to get a table...family room is too congested and small and u hav to wait almost an hour to get a table...road side sitting arrangement is cool if its a guys gathering.",کبابوں کا ذائقہ اچھا ہے لیکن ان کی قیمت کے لحاظ سے مقدار بہت کم ہے، آپ کو ایک میز حاصل کرنے کے لیے کافی انتظار کرنا پڑتا ہے...خاندان کا کمرہ بہت بھیڑ اور چھوٹا ہے اور آپ کو ایک میز لینے کے لیے تقریباً ایک گھنٹہ انتظار کرنا پڑتا ہے۔ سڑک کے کنارے بیٹھنے کا انتظام اچھا ہے اگر اس میں لڑکوں کا اجتماع ہو۔
28035,A1 no comments outclass mouthwatering,A1 کوئی تبصرہ نہیں ہے منہ سے پانی نکالنا
28036,Good food,اچھا کھانا
28037,Nice,اچھا
28038,"This restaurant delivered on every aspect, and having been recommended by very good friends of ours who have a Michelin star to their name the bar was already set extremely high.",یہ ریسٹورنٹ ہر پہلو پر پیش کیا گیا، اور ہمارے بہت اچھے دوستوں کی طرف سے تجویز کیے گئے جن کے نام پر مشیلین اسٹار ہے، یہ بار پہلے ہی بہت اونچا تھا۔
28039,Tasty kebab,مزیدار کباب
28040,One of the best barbeque outlets in the city. Not much of an ambience but if tasty food is what you want then this is the place you go,شہر کے بہترین باربی کیو آؤٹ لیٹس میں سے ایک۔ بہت زیادہ ماحول نہیں لیکن اگر آپ کو مزیدار کھانا چاہیے تو یہ وہ جگہ ہے جہاں آپ جاتے ہیں۔
28041,Good food but bad sitting place,کھانا اچھا لیکن بیٹھنے کی جگہ خراب
28042,No one disagree with the taste of barbecue here but its not something special to pay premium price and on the other hand don't enjoy the food with large number of people and pleasing ambience. Price is for kolachi but deplorable  environment  is not best working for them.,یہاں کے باربی کیو کے ذائقے سے کوئی بھی اختلاف نہیں کرتا لیکن یہ کوئی خاص قیمت نہیں ہے اور دوسری طرف لوگوں کی بڑی تعداد اور خوشگوار ماحول کے ساتھ کھانے سے لطف اندوز نہ ہوں۔ قیمت کولاچی کے لیے ہے لیکن افسوسناک ماحول ان کے لیے بہترین نہیں ہے۔
28043,"Good food, bad place to sit and dine.",اچھا کھانا، بیٹھنے اور کھانے کی بری جگہ۔
28044,"(Translated by Google) Dhaga kabab at his best

(Original)
Dhaga kabab at his best",(گوگل کے ذریعہ ترجمہ کیا گیا) دھاگا کباب اپنے بہترین پر (اصل) دھاگا کباب اپنے بہترین پر
28045,"Best BBQ in Karachi...plus Sooji Halwa with Paratha is awesome. However, ambience is not good. Better to eat in your car or if you are not fussy about the ambience then you will enjoy the happening around you!@",کراچی میں بہترین باربی کیو... علاوہ پراٹھا کے ساتھ سوجی حلوہ لاجواب ہے۔ تاہم، ماحول اچھا نہیں ہے. بہتر ہے کہ آپ اپنی کار میں کھانا کھائیں یا اگر آپ ماحول کے بارے میں پریشان نہیں ہیں تو آپ اپنے ارد گرد ہونے والے واقعات سے لطف اندوز ہوں گے !@
28046,Loved it,اسے پسند آیا
28047,Delicious Bar B Q. Here.,مزیدار بار بی کیو یہاں۔
28048,Delicious food and light on the pocket.,مزیدار کھانا اور جیب پر روشنی۔
28049,Nice,اچھا
28050,Nice society and nice people gather here,اچھا معاشرہ اور اچھے لوگ یہاں جمع ہوتے ہیں۔
28051,"(Translated by Google) Chikli

(Original)
chikli",(گوگل کے ذریعہ ترجمہ شدہ) چکلی (اصل) چکلی
28052,Very good BBQ,بہت اچھا BBQ
28053,"After reading good reviews, v came here today, as they say First impression is last impression, after entry, it was informed by the staff that u  ( v R 6)can NOT hv big table as it is reserved, till v left no one came to occupy that table. Chandan & Lebanese kebabs are NOT on the menu of the Resturant. Food is ok not better then Ghaffar. Overall 4/10",اچھے جائزے پڑھنے کے بعد، v آج یہاں آیا، جیسا کہ وہ کہتے ہیں کہ پہلا تاثر آخری تاثر ہوتا ہے، داخلے کے بعد، عملے کی طرف سے بتایا گیا کہ آپ ( v R 6) بڑی میز نہیں رکھ سکتے کیونکہ یہ محفوظ ہے، جب تک کہ v نے کوئی نہیں چھوڑا۔ اس میز پر قبضہ کرنے آیا تھا. چندن اور لبنانی کباب ریستوراں کے مینو میں نہیں ہیں۔ کھانا ٹھیک ہے غفار سے بہتر نہیں۔ مجموعی طور پر 4/10
28054,Best,بہترین
28055,Great food,بہت اچھا کھانا
28056,Great Food,زبردست کھانا
28057,Spicy and varieties of kababs,مسالہ دار اور انواع و اقسام کے کباب
28058,Tasty food,مزیدار کھانا
28059,Good food,اچھا کھانا
28060,Worst place to eat out with friends. Haven't eaten so worst tasted  kebabs in my life,دوستوں کے ساتھ باہر کھانے کے لیے بدترین جگہ۔ میں نے اپنی زندگی میں اتنے بد ذائقہ کباب نہیں کھائے ہیں۔
28061,Not as good as before.,پہلے جیسا اچھا نہیں۔
28062,Eating place dineout at alamgir road Muhammad Ali society,عالمگیر روڈ محمد علی سوسائٹی میں کھانے کی جگہ
28063,Good taste. Poor seating area. Short of staff. Hygiene issues,اچھا ذائقہ. ناقص بیٹھنے کی جگہ۔ عملے کی کمی۔ حفظان صحت کے مسائل
28064,"Best bbq specialist in kababs,",کباب کے بہترین بی بی کیو ماہر،
28065,good food and economical price,اچھی خوراک اور اقتصادی قیمت
28066,Place is famous for Lachay walai pratha,یہ جگہ لچھے والی پراٹھا کے لیے مشہور ہے۔
28067,"(Translated by Google) Best Dhaga Kababs

(Original)
Best Dhaga Kababs",(گوگل کے ذریعہ ترجمہ شدہ) بہترین دھاگا کباب (اصل) بہترین دھاگا کباب
28068,One of the best barbecues in town and the long ques and wait explain it all!,شہر کے بہترین باربی کیو میں سے ایک اور طویل سوالات اور انتظار کریں اس سب کی وضاحت کریں!
28069,One of the best kebabs on town,شہر کے بہترین کبابوں میں سے ایک
28070,The restaurant in karachi which serves best Fry kababs & offers other variety of BBQ as well.,کراچی کا ریسٹورنٹ جو بہترین فرائی کباب پیش کرتا ہے اور بی بی کیو کی دیگر اقسام بھی پیش کرتا ہے۔
28071,Good taste,اچھا ذائقہ
28072,Shahi Chatak and Beef fry kebab to die for!!! One of the best bar b q restaurants of karachi,شاہی چاٹک اور بیف فرائی کباب مرنے کے لیے!!! کراچی کے بہترین بار بی کیو ریستوراں میں سے ایک
28073,Good BBQ,اچھا BBQ
28074,Best BBQ Foods,بہترین BBQ فوڈز
28075,Taste is awesome. However it's kitchen is very dirty,ذائقہ لاجواب ہے۔ تاہم اس کا کچن بہت گندا ہے۔
28076,Best kebabs in Karachi,کراچی کے بہترین کباب
28077,Tasty food at reasonable prices.,مناسب قیمت پر لذیذ کھانا۔
28078,Amazing food!,حیرت انگیز کھانا!
28079,Shahi Chatakh Boti is the best dish to eat,شاہی چتخ بوٹی کھانے کے لیے بہترین ڈش ہے۔
28080,Delicious kaboob and bar bq item available.,مزیدار کبوب اور بار بی کیو آئٹم دستیاب ہے۔
28081,"If you want to taste local Cuisine at its best, than this is the best place to come. From the Amazing Butter Fried Beef Kebabs to Malai Boti and the most famous Delhi Dhagha Kebab and the Mouth Watering Spiced up Nihari, this is a place to have your taste buds spiced up at minimum cost. Not more than US$5-7 Per Person. You gotta have the Lovely Tea from the Chai Wala right next to it.",اگر آپ مقامی کھانوں کا بہترین ذائقہ چکھنا چاہتے ہیں تو یہ آنے کے لیے بہترین جگہ ہے۔ حیرت انگیز بٹر فرائیڈ بیف کباب سے لے کر ملائی بوٹی تک اور دہلی کے سب سے مشہور دھگہ کباب اور منہ میں پانی دینے والے مسالہ دار نہاری تک، یہ ایک ایسی جگہ ہے جہاں آپ کی ذائقہ کی کلیوں کو کم سے کم قیمت پر مسالا جاتا ہے۔ فی شخص US$5-7 سے زیادہ نہیں۔ آپ کو اس کے ساتھ ہی چائے والا کی پیاری چائے پینی ہوگی۔
28082,Food is alright but service isn't efficient at all..,کھانا ٹھیک ہے لیکن سروس بالکل بھی کارآمد نہیں ہے۔
28083,Best BBQ.....Value for Money...Scrumptious,بہترین باربی کیو.....پیسے کی قدر...بہترین
28084,Great food. Very reasonably priced.,بہت اچھا کھانا۔ بہت مناسب قیمت۔
28085,Spicy BBQ. And lots of Kebabs options. Quality is good. But less place to sit and eat. And waiter service is worst.,مسالیدار BBQ. اور کباب کے بہت سے اختیارات۔ معیار اچھا ہے۔ لیکن بیٹھنے اور کھانے کے لیے کم جگہ۔ اور ویٹر سروس بدترین ہے۔
28086,"The food taste awesome, service also good but they should have a more place to sit and serve.",کھانے کا ذائقہ لاجواب، سروس بھی اچھی لیکن ان کے پاس بیٹھنے اور سرو کرنے کے لیے زیادہ جگہ ہونی چاہیے۔
28087,Very Good Barbecue Food,بہت اچھا باربی کیو فوڈ
28088,"Okhai memon Daal chawal at afternoon. ..
What a taste....",دوپہر کو اوکھائی میمن دال چاول۔ .. کیا ذائقہ ہے....
28089,Delicious bbq!!!,مزیدار bbq!!!
28090,"(Translated by Google) He thinks

(Original)
Acha",(گوگل کے ذریعہ ترجمہ کیا گیا) وہ سوچتا ہے (اصل) اچ
28091,One of the Best BBQ in town with competitive prices!,مسابقتی قیمتوں کے ساتھ شہر میں بہترین BBQ میں سے ایک!
28092,Ate too much in my childhood...,بچپن میں بہت کھایا...
28093,Food is good but sitting is not good.,کھانا اچھا ہے لیکن بیٹھنا اچھا نہیں ہے۔
28094,A quality place..must try the Jhatak chicken,ایک معیاری جگہ..جھٹک چکن ضرور آزمائیں۔
28095,Good quality bar bq,اچھے معیار کی بار بی کیو
28096,Awsome place,شاندار جگہ
28097,Superb food,شاندار کھانا
28098,Great food with great service,عظیم خدمت کے ساتھ زبردست کھانا
28099,"The food is awesome 
Service very good
Never tasted a food better than here",کھانا لاجواب ہے سروس بہت اچھی ہے یہاں سے اچھا کھانا کبھی نہیں چکھا
28100,"Testy food , the best bar bq in town",ٹیسٹی فوڈ، شہر کا بہترین بار بی کیو
28101,Tasty but seating arrangements are a massive let down so is hygiene,لذیذ لیکن بیٹھنے کے انتظامات ایک بڑے پیمانے پر کمی ہے اسی طرح حفظان صحت بھی
28102,Good bar b q and reasonable prices,اچھی بار بی کیو اور مناسب قیمتیں۔
28103,Its usually full,یہ عام طور پر بھرا ہوا ہے۔
28104,Liked it,پسند کیا
28105,Grilled fish and Paya is good,گرلڈ فش اور پیا اچھا ہے۔
28106,Getting disappointed,مایوس ہو رہے ہیں۔
28107,Excellent food,بہترین کھانا
28108,Good Restaurant For BBQ,BBQ کے لیے اچھا ریستوراں
28109,"chatak boti,Behari boti, reshmi kabab these items are tasty.",چتک بوٹی، بہاری بوٹی، ریشمی کباب یہ اشیا مزیدار ہیں۔
28110,"Very Good variety of BBQ items, specially chatakh boti, and afterwards green tea or doodh patti from Alamgir.",بی بی کیو اشیاء کی بہت اچھی قسم، خاص طور پر چتخ بوٹی، اور اس کے بعد عالمگیر کی سبز چائے یا دودھ پتی۔
28111,The food is delicious. Good for school / college stags,کھانا مزیدار ہے. اسکول / کالج کے اسٹیج کے لئے اچھا ہے۔
28112,Awesome place,زبردست جگہ
28113,"(Translated by Google) Love kabab fry and dhagay no kabab.

(Original)
Love kabab fry and dhagay walay kabab.",(گوگل کے ذریعہ ترجمہ کیا گیا) پیار کباب فرائی اور ڈھگے نہیں کباب۔ (اصل) پیار کباب فرائی اور ڈھگے والے کباب۔
28114,"(Translated by Google) Shahi chatak boti

(Original)
Shahi chatak boti",(گوگل کے ذریعہ ترجمہ شدہ) شاہی چتک بوٹی (اصل) شاہی چتک بوٹی
28115,"(Translated by Google) Poor service lots of cokroach

(Original)
Poor service lots of cokroach",(گوگل کے ذریعہ ترجمہ شدہ) ناقص سروس بہت سارے کوکروچ (اصل) ناقص سروس بہت سارے کوکروچ
28116,Nice bbq,اچھا بی بی کیو
28117,Good BBQ restaurant. Reasonable prices. Usually have to wait to get a table. Service is so so.,اچھا BBQ ریستوراں۔ مناسب قیمتیں۔ عام طور پر میز حاصل کرنے کے لیے انتظار کرنا پڑتا ہے۔ خدمت اتنی ہے۔
28118,One of the best Bar b que of karachi!,کراچی کے بہترین بار بی کیو میں سے ایک!
28119,Taste and prices are awsome,ذائقہ اور قیمتیں شاندار ہیں۔
28120,Too much butter,بہت زیادہ مکھن
28121,tasty fried kebab in butter,مکھن میں مزے دار تلے ہوئے کباب
28122,Best Bar b Que in town,شہر میں بہترین بار بی کیو
28123,"Awasome, very nice kabab fry, malay boty",زبردست، بہت عمدہ کباب فرائی، مالائی بوٹی
28124,"Nice street food .
Mostly crowded but you have to bear if you go for taste",اچھا اسٹریٹ فوڈ۔ زیادہ تر ہجوم لیکن اگر آپ ذائقہ کے لیے جاتے ہیں تو آپ کو برداشت کرنا پڑتا ہے۔
28125,"Its a shop of Bar BQnear to Alamgir Mosque at sharfabad in the night the group of people are coming to take the dinner with different types of kabab, tikka and paratha. In the night time there are too much public",شریف آباد میں عالمگیر مسجد کے قریب بار بی کیو کی دکان ہے رات کو لوگوں کا گروپ مختلف قسم کے کباب، ٹکا اور پراٹھے کے ساتھ کھانا کھانے آتا ہے۔ رات کے وقت عوام کی بہت زیادہ تعداد ہوتی ہے۔
28126,Authentic bar be que.,مستند بار ہو.
28127,Delicious food but service very bad,مزیدار کھانا لیکن سروس بہت خراب ہے۔
28128,Great Bar B Q,عظیم بار بی کیو
28129,Good food and price is fine.,اچھا کھانا اور قیمت ٹھیک ہے۔
28130,Malai boti and karahe was good here,یہاں ملائی بوٹی اور کراہے اچھے تھے۔
28131,Best B B Q in Karachi,کراچی میں بہترین BBQ
28132,Perfect BBQ in city.,شہر میں کامل BBQ۔
28133,taste is superb but can't say whether food is cooked in hygienic environment or not.,ذائقہ شاندار ہے لیکن یہ نہیں کہہ سکتا کہ کھانا حفظان صحت کے ماحول میں پکایا گیا ہے یا نہیں۔
28134,Economical n best fast food...  Would highly recommand shahi chatakh boti over there..  Its finger licking good.,اقتصادی اور بہترین فاسٹ فوڈ... شاہی چتخ بوٹی کی سفارش کریں گے۔
28135,excellent food loved it,بہترین کھانا پسند آیا
28136,The best Kabab house in Karachi.,کراچی کا بہترین کباب گھر۔
28137,Quality has gone down,معیار گر گیا ہے۔
28138,"(Translated by Google) Zameer

(Original)
Zameer",(گوگل کے ذریعہ ترجمہ شدہ) ضمیر (اصل) ضمیر
28139,Good taste. This is famous bbq restaurant of Karachi.,اچھا ذائقہ. یہ کراچی کا مشہور بی بی کیو ریسٹورنٹ ہے۔
28140,Nice BBQ place specially for Malai Boti,BBQ کی اچھی جگہ خاص طور پر ملائی بوٹی کے لیے
28141,"Used to be go to place for kabab and tikka, quality seems to be falling",کباب اور تکہ کے لیے جگہ جگہ جانا ہوا کرتا تھا، معیار گرتا ہوا لگتا ہے۔
28142,Good taste but neatness must improve,اچھا ذائقہ لیکن صفائی کو بہتر بنانا ضروری ہے۔
28143,A good place but the quantity of salt in food is a bit high!,اچھی جگہ ہے لیکن کھانے میں نمک کی مقدار تھوڑی زیادہ ہے!
28144,Good Taste Never Eat Before Just Like Malai Boti & Kabab Fry & ECT,اچھا ذائقہ اس سے پہلے کبھی نہ کھائیں جیسے ملائی بوٹی اور کباب فرائی اور ای سی ٹی
